"kegg","level_1","level_2","BRITE_id","X","LS001","LS002","LS003","LS004","LS005","LS006","LS007","CD.SRS301865","CD.SRS301866","CD.SRS301867","CD.SRS301868","CD.SRS301869","CD.SRS301870","CD.SRS301871","CD.SRS301872","CD.SRS301873","CD.SRS301874","CD.SRS301875","CD.SRS301876","CD.SRS301877","CD.SRS301878","CD.SRS301879","UC.SRS071964","UC.SRS071970","UC.SRS071978","UC.SRS071981","UC.SRS071982","UC.SRS071988","HE.SRS011061","HE.SRS011084","HE.SRS011134","HE.SRS011239","HE.SRS011271","HE.SRS011302","HE.SRS011405","HE.SRS011452","HE.SRS011529","HE.SRS011586","HE.SRS012273","HE.SRS012902","HE.SRS013158","HE.SRS013215","HE.SRS013687","HE.SRS013951","HE.SRS014235","HE.SRS014923","HE.SRS014979","HE.SRS015065","HE.SRS015217","HE.SRS015578","HE.SRS015663","HE.SRS016018","HE.SRS016095","HE.SRS016335","HE.SRS016495","HE.SRS017103","HE.SRS017433","HE.SRS018427","HE.SRS018656","HE.SRS020328","HE.SRS020869","HE.SRS022713","HE.SRS016585.suspect","over","kegg.selected","group"
"K03797","Metabolism","Enzyme families","ko01000","K03797(carboxyl-terminal_processing_protease)",0.000374239136449964,0.000312470209978868,0.000372190391115659,0.000349030578800744,0.000285332260345438,0.000689504210712472,0.000374140978925273,0.000117690051272202,0.000127858973588153,0.000172708865903634,0.000149441620122928,0.000161779034318266,0.000252378824584884,0.000262248029431683,7.19170192375797e-05,0.000254633236372733,0.000408083544334493,0.000226138773890138,0.000162486830538951,0.000291500953307165,7.54092597805106e-05,0.000206434290063481,9.84042408464011e-05,0.00113685051731314,0.00101621228984227,0.000933578912482682,0.000632303607454788,0.00113157590755249,0.00131928679686162,0.00114146101404862,0.000908851898646443,0.00127621207668396,0.00111998324232965,0.000435903973660907,0.00128132138088611,0.00142975543951678,0.00123114711751018,0.000897555843357071,0.000841242813545835,0.00162830088521874,0.00134826100558787,0.00146039338446839,0.00113348639167889,0.000583079619281244,0.000940622371746345,0.000476310768982997,0.000425151051596611,0.000904115142213107,0.000383152739741188,0.00124129537199912,0.0012457706096697,0.00135569872852907,0.00105813984051697,0.00100315683801073,0.000177338442685015,0.00137031762493068,0.00165952753762793,0.00124091530712609,0.00114426812788128,0.000882245491178235,0.00107930486305323,0.00138773885040136,0.000184616217959881,0.964,"1 Used for KS selection","TS over"
"K01136","Metabolism","Glycan biosynthesis and metabolism","","K01136(iduronate_2-sulfatase)",7.67031921143115e-05,0.000126553835823306,0.000105041831747105,8.76605005194865e-05,5.08208222671612e-05,0.000484249869837873,8.4611648925325e-05,8.72762522937201e-06,5.61087159942609e-05,9.42456121117311e-06,2.65041875842645e-05,1.99582484285108e-05,7.81552668144076e-05,2.10646290445824e-05,3.04022622975964e-06,2.94008563711474e-05,0.000248319008965069,2.89201916574717e-05,1.41952471579214e-05,1.93566737509136e-05,4.81999653694896e-06,7.54221904593567e-05,9.73682002234218e-05,0.0011328564589588,0.000252931097432436,0.000308403016876525,0.000495164315904722,0.00107479235544997,0.0013114558093107,0.000804756289226953,0.000439042585099836,0.000697735987267551,0.000667457392247265,0.000199797738321161,0.00173247461189632,0.00168096978719407,0.000437674325640963,0.000773519642149762,0.000790427765610088,0.000828443663169772,0.000649300871695428,0.00105860212111234,0.000729943705741431,0.000302299317042057,0.000606797396788935,0.000334081775280693,0.000215125616726994,0.000672751141956878,0.000270982019026642,0.000501149776497074,0.000541179400372734,0.00150746029334725,0.000647290773192585,0.000691034316938867,0.000159938170027914,0.00115757851558108,0.00100590070024453,0.000912294259067055,0.000344566069823008,0.000504892281238161,0.00106137822036496,0.00127192488930009,8.41657238525881e-06,0.96,"1 Used for KS selection","TS over"
"K12257","Genetic Information Processing","Folding, sorting and degradation","","K12257(SecD/SecF_fusion_protein)",0.00017507803469946,0.000405109118156765,0.000380527114834807,0.000428668655831716,0.000277581526801971,0.000422515608199883,0.00037198051781767,0.000190166081004228,0.000127958648205925,0.000317255406484919,0.000380751834947185,0.0004416621857094,0.00045931462118519,0.000697891669127375,0.000186546348814124,0.000495442242198616,0.000229155270077673,0.00038452667091823,0.000270461930075634,0.00047849662509519,0.000133039642018503,0.000417687414041667,0.000323271986524365,0.000507384886508548,0.000250266961167666,0.000124258872662479,0.000301665549032305,0.000450356707739152,0.000607302454303004,0.000546122199942905,0.000575106346984479,0.000640873660013589,0.000737715861034813,0.000794798986281352,0.000564066853235816,0.000552864070165807,0.000784549293141025,0.00064443512198671,0.000471084748886586,0.000608978518089874,0.000560834363002666,0.000544802524684272,0.000724872489094094,0.00046557149389962,0.000612759475810617,0.000561334593203973,0.000748128114486708,0.000611330883841539,0.000515716117242474,0.000588896050231746,0.000670512381051782,0.000565097106461538,0.00052730699179899,0.000605250739081032,0.000720730337782929,0.000705986477892647,0.000673979647937963,0.000550354618515743,0.00073248133923331,0.000698990932781641,0.000598856659833251,0.000503122705402965,8.15426639371655e-06,0.96,"2 over.abundant","TS over"
"K03771","Metabolism","Enzyme families","ko01000","K03771(peptidyl-prolyl_cis-trans_isomerase_SurA)",8.35133685083462e-05,7.08108326916041e-05,8.64152223506807e-05,6.41621691265827e-05,8.53643755690483e-05,0.000205941540504758,0.000123265601543819,1.75730359235324e-05,2.69106023373522e-05,0,0,0,0,1.95874828677468e-05,6.63126389831025e-07,1.13797055163159e-06,0.000117899448552481,4.50562605975128e-06,4.50918879243175e-06,0,0,8.44100153170321e-06,7.02335936185348e-05,0.000437111631250389,7.52877231523752e-05,0.000186190438163556,0.000276650942087567,0.00040976287797014,0.000395872729090149,0.00040737673410519,0.000297626495829782,0.000387466331002987,0.000444858825349184,0.00014725514086171,0.00042556746797317,0.000468130629282111,0.000525579367512785,0.000251492540655945,0.000231956649479894,0.000494554490418419,0.000457758824029325,0.000458283989908037,0.000460934596601006,0.000115945589354374,0.000285232257233829,0.000124628716043532,0.000170163114489954,0.000270245809011015,0.00011270194369029,0.000359902999643835,0.000384434024803537,0.000456765045530069,0.000365901248632188,0.000329185926492398,6.36110548282291e-05,0.00050240716359434,0.000528604596503368,0.000359862108223239,0.000347603570540454,0.000314154105251991,0.000379162550309672,0.000496021235532921,0.000217642036577775,0.956,"1 Used for KS selection","TS over"
"K02429","Environmental Information Processing","Membrane transport","ko02000","K02429(MFS_transporter,_FHS_family,_L-fucose_permease)",0.000155056037891928,0.000115771074911825,0.000133822025192561,0.000134863043673919,0.000157576920932115,0.000492589017645022,0.000225932789410808,0.000169007351159475,0.000174391578268452,4.54164004518598e-05,0.000134546654804711,0.000172997703437636,0.000112371649909626,0.00016935395768055,0.000163741794450693,0.000213456007680377,0.00038260772187342,6.26344021243892e-05,7.52076110526338e-05,8.58752981280836e-05,7.05314991897707e-05,7.18481878440881e-05,2.96715480622181e-05,0.00111470616645072,0.000374781049520564,0.000767740155785814,0.000651835494694573,0.00114281037927122,0.00120682127738174,0.000769323468643163,0.000559240422695757,0.000986959391980482,0.000825145116942246,0.000390489743343726,0.00123116249428828,0.00115157806931642,0.00118832952140826,0.000661797970134614,0.000520554519789482,0.00135819637495746,0.00145038183283496,0.00130907919844929,0.0010188769800429,0.000245845149364961,0.000703796484093736,0.000328718799464605,0.000255475892695773,0.000662830991720532,0.000333355182550111,0.00103789189722656,0.000771008522364109,0.000909305703616418,0.0008163646197667,0.000544303118157981,0.00018034027701901,0.00103649775234886,0.00123203509413031,0.000968559887603126,0.000546198297460401,0.000436453408468325,0.000779230938075212,0.00136441996703056,0.000188498840773781,0.954,"1 Used for KS selection","TS over"
"K03561","Environmental Information Processing","Membrane transport","ko02000","K03561(biopolymer_transport_protein_ExbB)",0.000236746539192329,6.94661594678032e-05,9.59893808236882e-05,9.35160255022341e-05,0.000115107771296794,0.000301031079557876,0.000130879789347276,0.000207801088748601,0.000195108391219907,4.95182067140155e-06,2.6110553734354e-06,1.19630274734443e-05,1.26663297412269e-05,1.95899999521517e-05,1.62755347914582e-05,9.61413897072536e-06,0.000322902039097305,8.92997869245848e-06,4.15205431510381e-05,6.15966590194269e-05,0,0.000103656954326494,0,0.000549059974316527,0.000293528035625652,0.000114917755474958,0.000380823916078412,0.000521822241727622,0.000604828883864871,0.000536334540382854,0.000345629680008524,0.000628268060247713,0.00056027777451697,0.000245078206025904,0.000671698023952056,0.00073088684399374,0.000625657085996387,0.000469931090095701,0.000353217251240012,0.000823868411258229,0.000691576209045477,0.000890567721499324,0.000580983280899992,0.000125921688432556,0.000427348196045087,0.000227370465416244,0.000194870302216636,0.000374015867615976,0.000249503048629204,0.000579030540980799,0.000481066250134337,0.000675504254181897,0.000463535335963984,0.000337531586364371,0.000182268282400278,0.000681327375102369,0.000655380227203868,0.000551729722597598,0.000616861013540019,0.000450922640543742,0.00051545074520293,0.000703137274023321,0.000237061946644834,0.954,"1 Used for KS selection","TS over"
"K05606","Metabolism","Overview","","K05606(methylmalonyl-CoA_epimerase)",0.000111056527551318,0.000176113498901226,0.000194026689375984,0.000227182146458502,0.000163691028796518,0.000403675708685741,0.000153294054204033,0.000155459548193634,0.000152753302035677,6.80987975978984e-06,4.22566909240046e-05,0.000104482974743757,0.000115758852981791,0,7.75911247584178e-05,1.26894619827268e-05,0.00023215720149687,0.000257512026160223,2.59001908664735e-05,0.000158483285201206,0,2.67012937812284e-05,0.00085450112823592,0.000773068553999428,0,0.000209703249979426,0.000313508383034741,0.000774362806249113,0.000672074210635527,0.000662291042179864,0.000531183541096362,0.000670640234519004,0.000325663563529962,0.000919576247567127,0.000653579386036569,0.000534090967476941,0.000405891289470094,0.00047265559740943,0.000530609587785937,0.000821564543207339,0.000596437492102741,0.000621022252612222,0.000436976733140185,0.000417977279255717,0.000463062735586115,0.000391894017456604,0.000471180276103934,0.000726539840309205,0.000285189138421929,0.000642436678437628,0.000656789628822243,0.000889855414254498,0.000771775484503704,0.000526850513908567,0.000156257084229066,0.000694244180657016,0.000904057388551324,0.000711364574532308,0.000952883494835924,0.0006369659598488,0.000671081312719325,0.000759756568176456,7.58770352555429e-06,0.954,"1 Used for KS selection","TS over"
"K01822","Metabolism","Lipid metabolism","","K01822(steroid_delta-isomerase)",2.75404240348649e-06,0,0,3.17736367902454e-06,6.87554159765695e-07,3.23340615674575e-05,1.87285101587615e-06,0,0,0,0,0,0,1.07356176407508e-05,0,0,0,0,0,0,0,0,0,4.44325233483372e-05,0,0,2.60839937942212e-05,3.29128754910559e-05,6.50142593423276e-05,8.6829858005505e-05,3.54796371646899e-05,4.54040550844134e-05,0.000207398403661618,6.00483591951489e-05,0.000106030005300589,7.60432776811745e-05,4.93336033923899e-05,0.000182371500937168,7.8456601448323e-05,0.000163322482865888,9.53020319967102e-06,0.000109117830691165,2.59845947305085e-05,1.88473457986666e-05,3.60405409187706e-05,3.67762962190887e-05,5.42003274398969e-06,4.35028544037854e-05,9.05288210324406e-06,9.12930699335971e-05,5.82786102738627e-05,5.33842853159941e-05,6.41252685914919e-05,5.42874228107198e-05,1.80462399611145e-05,4.80658077352097e-05,0.000210028369896754,3.32291961421313e-05,2.83861803131022e-05,0.000101076612848568,7.29966234952953e-05,2.78627194078571e-05,3.09602424765645e-06,0.952,"2 over.abundant","TS over"
"K10532","Metabolism","Glycan biosynthesis and metabolism","","K10532(heparan-alpha-glucosaminide_N-acetyltransferase)",3.61161316549952e-05,8.94735580674232e-06,4.1712295337071e-05,3.72007441951961e-05,6.821397160302e-05,0.000204450347289167,4.64192288970179e-05,4.59360104702887e-06,3.1610927081488e-05,0,0,0,0,0,0,0,0.000121028631267454,0,5.18441096532591e-06,0,0,6.9058993607587e-07,0,0.000597036392401447,8.18005656161801e-05,0.000524539626116124,0.000314517483182683,0.000558795055526125,0.000473198498094819,0.000390748908216239,0.000171577316213955,0.000339235248930218,0.00014492675291005,7.41027186536731e-05,0.000513547993985436,0.000602914502170473,0.000186900451583302,0.00037847389187876,0.000230574757423813,0.000533671214960022,0.000294670987522532,0.000648844154754294,0.000223312093933433,6.6276781143818e-05,0.000329235839925392,9.0761133856529e-05,0.000118141569360333,0.000284939978559508,0.00014262912752745,0.000338803788421346,0.000280075359631887,0.00050998042478114,0.000288180058194212,0.00025457379970394,4.84014825514489e-05,0.000486683267910861,0.000435142229848727,0.000472175213810946,0.000386827168526607,0.000241383536390088,0.000338452239067395,0.000641883557924615,4.17605077649822e-06,0.952,"1 Used for KS selection","TS over"
"K03354","Genetic Information Processing","Folding, sorting and degradation","","K03354(anaphase-promoting_complex_subunit_7)",1.10248948401528e-05,6.95572521009069e-06,1.6075870229674e-05,1.15656822328354e-05,7.01929163112588e-06,3.41846603623756e-05,1.32352221989122e-05,0,1.507950309149e-05,0,0,0,0,0,0,2.93332115287924e-06,9.50927693168496e-05,0,0,0,0,0,0,0,0,0,2.98586901666399e-05,0,0.000220323435272939,7.65004823675925e-05,0.000156328826820024,0.000300328012990908,6.87593869743492e-05,5.39492968721471e-05,0.000226596277616723,0.00024374373761282,4.0704424632893e-05,0.000228039590961961,9.33310518954275e-05,0.000514555330157086,0.000311046231884357,0.000136778760510726,7.97146596289237e-05,6.26337526949961e-05,0.000184086574789283,5.44218390150203e-05,5.03864145852967e-05,0.000224532094477444,6.55454826164235e-05,0.000365550833801628,0.000247314362773186,0.000211274418202392,0.000141434652152789,6.16848576152786e-05,1.92796052995298e-05,9.44596610399233e-05,0.000246192063189862,0.000320124605908604,3.05858448040862e-05,0.00013175217798955,0.000139579284018557,0.000289707578034913,0,0.95,"2 over.abundant","TS over"
